date,state,temp,hot_temp,maxtemp,mintemp,humidity,gust_speed_m_s,wind_speed_m_s,min_rainfall_mm,max_rainfall_mm
07-02-2024,Jharkhand,16.56,19.46,18.99,12.84,72,12.16,7.31,0,0
07-02-2024,Karnataka,20.94,23.86,22.62,16.87,79,6.12,3.86,0,0
07-02-2024,Kerala,21.43,25.39,25.01,16.47,67.4,1.79,0.84,0,0
07-02-2024,Madhya Pradesh,11.51,14.68,13.68,9.86,36.9,4.37,2.53,0,0
07-02-2024,Maharashtra,20.28,22.66,22.58,16.9,65.8,5.99,3.76,0,0
07-02-2024,Manipur,18.46,22.11,21.87,14.74,68.6,6.62,3.21,0,0
07-02-2024,Meghalaya,11.39,14.34,13.54,8.27,79.1,4.69,3.28,0,0
07-02-2024,Mizoram,17.12,22.9,21.14,13.6,89.3,9.12,5.18,0,0
07-02-2024,Nagaland,16.87,24.53,22.78,11.02,85.3,10.48,5.93,0,0
07-02-2024,Odisha,13.67,17.65,16.81,9.09,57.5,0.84,0.56,0.4,5.1
07-02-2024,Punjab,3.22,10.48,9.05,-0.55,58.4,6.11,2.95,0,0
07-02-2024,Rajasthan,11.94,17.96,16.58,8.12,42.3,6.62,3.21,0,0
07-02-2024,Sikkim,6.41,10.03,9.99,1.98,54.7,8.17,6.12,0,0
07-02-2024,Tamil Nadu,22.15,24.71,24.35,19.61,76,8.88,5.08,0,0
07-02-2024,Telangana,21.64,25.59,23.99,18.23,72.5,3.67,2.6,0,0
07-02-2024,Tripura,15.95,19.15,17.73,12.95,79.6,3.89,1.97,2.03,14.71
07-02-2024,Uttar Pradesh,18.49,21.56,20.99,13.6,58.8,8.02,5.79,0,0
07-02-2024,Uttarakhand,6.09,9.23,8.55,1.05,52.7,3,2.04,0,0
07-02-2024,West Bengal,15.12,20.52,19.81,11.92,57,4.7,3.48,0,0
07-02-2024,Andaman and Nicobar Islands,20.72,25.07,24.16,14.52,70.2,4.02,2.22,0,0
07-02-2024,Chandigarh,4.83,10.81,9.16,-0.09,43.3,10.32,4.7,0.13,1.1
07-02-2024,Dadra and Nagar Haveli and Daman and Diu,23.21,28.5,27.58,20.66,65.9,2.4,1.57,0,0
07-02-2024,Delhi,5.26,10.64,9.33,0.75,56,8.58,6.07,0,0
07-02-2024,Jammu and Kashmir,3.53,6.84,5.91,1.07,53.4,6.26,4.1,0,0
07-02-2024,Ladakh,1.58,8.44,7.68,-2.17,54.5,9.55,6.3,0,0
07-02-2024,Lakshadweep,18.47,20.17,19.12,15.58,65.2,8.63,4.21,0,0
07-02-2024,Puducherry,21.57,24.64,24.36,17,70.6,4.31,3.04,0,0
08-02-2024,Andhra Pradesh,19.22,25.74,24.79,18.87,70.3,6.24,2.99,1.18,6.06
08-02-2024,Arunachal Pradesh,14.45,17.82,16.61,12.02,77.9,10.4,5.15,8.96,70.54
08-02-2024,Assam,17.26,20.47,19.11,13.62,80.2,3.45,2.14,0,0
08-02-2024,Bihar,16.42,21.21,20.69,9.28,63.3,5.74,2.7,0,0
08-02-2024,Chhattisgarh,19.48,25.18,23.89,16.23,60.5,9.33,4.84,0,0
08-02-2024,Goa,20.65,25,23.49,15.98,75.3,9.42,5.75,0,0
08-02-2024,Gujarat,16.59,19.72,19.56,12.23,39.6,10.45,5.3,0,0
08-02-2024,Haryana,4.2,8.57,7.9,2.1,56.1,2.16,1.48,0.25,0.94
08-02-2024,Himachal Pradesh,5.11,9.33,8.27,2.88,61.7,8.19,4.86,0,0
08-02-2024,Jharkhand,15.62,18.99,18.23,11.7,66.2,4.48,3.27,0,0
08-02-2024,Karnataka,23.04,26.98,26.63,19.3,62,9.05,5.85,0,0
08-02-2024,Kerala,22.72,29.08,27.32,18.53,71.3,1.89,0.95,0,0
08-02-2024,Madhya Pradesh,14.49,20.07,18.67,12.99,34.7,3.74,1.73,0,0
08-02-2024,Maharashtra,17.81,20.54,20.42,14.57,58.7,11.54,5.44,0,0
08-02-2024,Manipur,18.02,22.92,20.81,14.3,88.7,0.88,0.5,0,0
08-02-2024,Meghalaya,16.89,19.89,19.49,14.15,76.6,8.03,4.97,0.03,2.93
08-02-2024,Mizoram,17.21,21.32,20.5,14.54,80.2,8.56,4.3,0,0
08-02-2024,Nagaland,12.65,17.97,16.94,12.4,73.8,3.59,2.43,0,0
08-02-2024,Odisha,16.05,21.46,21.42,13.61,67.7,7.04,3.45,0,0
08-02-2024,Punjab,5.86,11.15,9.38,1.07,54,8.01,5.38,0,0
08-02-2024,Rajasthan,14.47,18.9,17.36,12.05,50.4,5.17,2.86,0,0
08-02-2024,Sikkim,2.3,6.85,5.07,-0.88,53.2,7.53,4.56,0,0
08-02-2024,Tamil Nadu,21.44,26.51,25.52,14.88,73.7,2.94,1.87,0,0
08-02-2024,Telangana,23.17,28.56,27.32,21.82,66.6,2.31,1.29,0,0
08-02-2024,Tripura,16.13,19.1,18.27,14.14,79,9.92,6.12,0,0
08-02-2024,Uttar Pradesh,15.2,20.8,19.81,9.54,55.3,1.31,0.76,0,0
08-02-2024,Uttarakhand,0.17,3.25,2.35,-2.11,52.6,0.97,0.5,0,0
08-02-2024,West Bengal,18.01,24.53,22.88,17.37,72.2,3.13,2.17,0,0
08-02-2024,Andaman and Nicobar Islands,20.51,24.83,23.72,15.01,71,7.02,5.34,7.91,20.43
08-02-2024,Chandigarh,-2.39,1.14,0.57,-7.54,52.2,3.25,1.63,0.99,4.83
08-02-2024,Dadra and Nagar Haveli and Daman and Diu,20.74,26.05,25.16,17.87,65.6,4.85,3.06,0,0
08-02-2024,Delhi,5.11,6.86,6.27,3.25,48,9.27,6.84,0,0
08-02-2024,Jammu and Kashmir,5.1,12,9.7,2.93,56.7,8.58,4.22,0,0
08-02-2024,Ladakh,2.57,9.98,8.6,-1,52.2,4.05,2.33,0,0
08-02-2024,Lakshadweep,21.28,27.22,25.12,13.38,77.7,11.3,8.64,0.03,1.03
08-02-2024,Puducherry,21.69,25.93,25.02,17.83,62.1,7.23,3.57,0,0
09-02-2024,Andhra Pradesh,20.92,26.72,25.79,17.45,77.8,6.83,3.36,0,0
09-02-2024,Arunachal Pradesh,15.75,19.78,19.13,9.89,87.7,6.48,3.31,3,14.9
09-02-2024,Assam,16.48,19.08,18.62,13.26,76.8,11.03,6.09,0,0
09-02-2024,Bihar,16.32,21.96,21.52,10.79,76.8,5.56,2.68,0,0
09-02-2024,Chhattisgarh,17.82,23.51,22.28,14.96,63.5,6.77,3.5,0,0
09-02-2024,Goa,20.92,24.36,23.62,16.56,67,2.67,1.82,2.69,31.55
09-02-2024,Gujarat,14.1,21.3,19.94,9,47.1,14.88,6.8,0,0
09-02-2024,Haryana,0.43,2.97,2.46,-2.36,53.2,4.25,2.7,0,0
09-02-2024,Himachal Pradesh,4.01,8.06,7.56,1.1,49,3.59,2.51,0,0
09-02-2024,Jharkhand,15.97,18.23,18.11,12.7,64.2,2.42,1.57,0,0
09-02-2024,Karnataka,21.03,24.54,23.49,15.67,69.6,4.52,2.06,0,0
09-02-2024,Kerala,21.99,28.09,26.32,17.78,72.8,8.1,5.14,1.74,7.15
09-02-2024,Madhya Pradesh,16,20.21,19.16,11.41,32.2,9.52,6.05,0.17,6.28
09-02-2024,Maharashtra,23.54,28.15,27.66,19.66,57.1,4.75,3.55,0,0
09-02-2024,Manipur,14.87,20.93,19.98,8.79,72,8.28,4.47,0,0
09-02-2024,Meghalaya,16.68,23.07,21.89,12.6,75.9,6.61,4.03,0,0
09-02-2024,Mizoram,13.81,18.62,17.43,10.15,77.3,12.46,6.59,0,0
09-02-2024,Nagaland,13.98,15.98,15.33,9.63,73.3,1.05,0.5,0,0
09-02-2024,Odisha,17.47,21.82,21.03,12.75,56.4,1.39,0.94,1.12,5.95
09-02-2024,Punjab,2.3,6.88,6.74,0.22,56.1,7.5,5.02,0,0
09-02-2024,Rajasthan,14.97,20.51,19.68,9.68,38.3,5.95,3.56,0,0
09-02-2024,Sikkim,2.74,7.23,6.12,-0.58,59.9,5.55,2.82,0,0
09-02-2024,Tamil Nadu,21.64,25.16,24.7,15.58,58,3.8,2.23,0,0
09-02-2024,Telangana,20.38,24.66,23.91,14.87,73.5,5.9,3.16,0,0
09-02-2024,Tripura,14.65,18.48,18.45,11.46,79.9,2.03,1.18,0,0
09-02-2024,Uttar Pradesh,20.03,23.21,23.13,16.06,53.4,0.81,0.5,0,0
09-02-2024,Uttarakhand,6.01,7.05,6.29,-0.31,57,2.4,1.59,0,0
09-02-2024,West Bengal,14.26,17.34,16.31,12.1,61.2,0.89,0.55,0,0
09-02-2024,Andaman and Nicobar Islands,23.65,30.97,29.53,21.62,77.1,5.37,2.6,0,0
09-02-2024,Chandigarh,3.55,4.99,3.93,-3.56,54.7,4.51,2.21,0,0
09-02-2024,Dadra and Nagar Haveli and Daman and Diu,21.83,26.37,25.78,19.71,68.3,9.83,4.75,0,0
09-02-2024,Delhi,1.56,5.25,5.14,-2.29,54.7,4.11,2.45,0,0
09-02-2024,Jammu and Kashmir,4.25,6.82,6.27,-0.1,50.3,17.65,8.6,0,0
09-02-2024,Ladakh,2.98,6.57,6.23,-2.37,57.4,8.25,4.42,0,0
09-02-2024,Lakshadweep,19.86,26.55,25.21,15.15,72,14.43,6.88,0,0
09-02-2024,Puducherry,23.66,27.28,26.49,18.16,62.6,1.86,0.89,0,0
10-02-2024,Andhra Pradesh,17.54,21.31,21.28,12.2,66.2,8.72,4.53,0,0
10-02-2024,Arunachal Pradesh,14.27,17.14,16.79,7.79,83,14.8,7.43,0,0
10-02-2024,Assam,17.62,22.35,21.75,12.44,87,7.6,4.24,0.44,3.51
10-02-2024,Bihar,17.66,23.62,22.57,11.95,68.1,6.06,4.26,0,0
10-02-2024,Chhattisgarh,13.79,17.59,17.5,11.51,69.6,7.58,5.43,0,0
10-02-2024,Goa,21.22,26.8,25.41,18.24,73.5,5.34,2.74,1.53,23.03
10-02-2024,Gujarat,17.44,20.91,20.42,12.65,33.5,7.07,4.5,0,0
10-02-2024,Haryana,1.31,4.84,4.22,-2.73,59.9,6.6,3.76,0,0
10-02-2024,Himachal Pradesh,0.43,4.11,3.68,-3.38,55.4,3.69,2.34,0,0
10-02-2024,Jharkhand,18.43,20.4,20.04,14.83,66.8,6.55,3.17,0,0
10-02-2024,Karnataka,22.66,28.18,26.2,17.97,74.8,5.45,2.97,0,0
10-02-2024,Kerala,19.54,23.4,22.83,17.75,64.3,8.16,3.72,0,0
10-02-2024,Madhya Pradesh,15.69,19.18,17.5,15.26,40.6,11.65,6.3,0,0
10-02-2024,Maharashtra,17.52,21.25,20.55,12.45,56.5,1.09,0.5,0,0
10-02-2024,Manipur,15.17,20.82,19.99,9.29,74.7,6.74,5.12,0,0
10-02-2024,Meghalaya,12.7,20.04,18.73,7.6,74.8,7.77,3.64,0,0
10-02-2024,Mizoram,17.77,20.74,19.55,15.38,77,7.29,4.97,0,0
10-02-2024,Nagaland,12.16,17.62,16.24,7.39,82,0.76,0.5,0,0
10-02-2024,Odisha,13.01,15.09,14.12,12.13,60.6,1.09,0.77,0,0
10-02-2024,Punjab,5.32,12.19,10.56,1.65,63.3,6.15,3.65,0,0
10-02-2024,Rajasthan,11.94,14.7,13.58,8.95,33.1,3.71,2.28,0,0
10-02-2024,Sikkim,5.97,11.43,9.9,2.84,55.2,6.21,3.74,0,0
10-02-2024,Tamil Nadu,22.93,27.48,27.44,19.15,70.1,10.62,5.55,0,0
10-02-2024,Telangana,20.4,25.75,24.83,17.9,76.6,6.87,5.13,0,0
10-02-2024,Tripura,13.53,17.36,16.76,11.5,69.2,2.21,1.13,0,0
10-02-2024,Uttar Pradesh,16.9,21.55,20.47,12.6,62.1,1.88,1.09,0,0
10-02-2024,Uttarakhand,3.28,9.05,7.93,-1.07,49.6,6.78,3.37,0,0
10-02-2024,West Bengal,16.49,19.75,19.08,14.09,69,3.79,1.87,0,0
10-02-2024,Andaman and Nicobar Islands,20.3,24.49,23.81,16.46,85,7.47,4.05,0,0
10-02-2024,Chandigarh,4.05,7.43,7.1,-1.97,65.3,7.76,3.67,0,0
10-02-2024,Dadra and Nagar Haveli and Daman and Diu,23.13,31.06,30.32,18.86,61.6,5.55,3.28,0,0
10-02-2024,Delhi,8.77,13.08,12.41,5.6,52.5,10.69,5.39,0,0
10-02-2024,Jammu and Kashmir,2.99,6.75,6.18,0.33,44.6,0.79,0.5,0,0
10-02-2024,Ladakh,4.29,7.42,7.19,-1.12,58.6,8.41,4.1,0,0
10-02-2024,Lakshadweep,21.4,22.96,21.97,16.73,68.5,3.97,1.98,0,0
10-02-2024,Puducherry,19.62,21.81,21.03,17.82,80,11.09,7.47,0,0
11-02-2024,Andhra Pradesh,19.67,24.64,24.22,13.68,78.5,6.15,3.09,0,0
11-02-2024,Arunachal Pradesh,12.62,17.13,16.66,6.48,73.7,5.91,4.39,0,0
11-02-2024,Assam,15.28,18.54,16.78,10.68,75.7,3.63,2.01,0,0
11-02-2024,Bihar,18.31,23.22,21.7,14.25,59.5,8.83,4.6,0,0
11-02-2024,Chhattisgarh,16.84,21.8,20.58,13.38,59,12.03,7.38,0,0
11-02-2024,Goa,21.55,27.46,25.93,18.24,81.6,5.61,3.35,0,0
11-02-2024,Gujarat,17.86,23.37,22.42,15.49,27.8,3.71,2.13,0,0
11-02-2024,Haryana,3.37,8.32,6.93,-0.52,51.3,8.1,4.25,0,0
11-02-2024,Himachal Pradesh,2.92,7.03,6.37,-0.54,49,8.8,4.09,0,0
11-02-2024,Jharkhand,17.33,20.05,19.23,14.22,61.4,5.12,3.1,0,0
11-02-2024,Karnataka,17.09,20.37,19.87,13.58,71.6,2.65,1.65,0,0
11-02-2024,Kerala,20.07,26.32,26.12,13.74,58.4,6.03,3.35,0,0
11-02-2024,Madhya Pradesh,15.35,19.21,18.31,9.74,50.4,0.72,0.5,0,0
11-02-2024,Maharashtra,18.12,23.3,21.92,13.35,68.3,9.34,7.01,0,0
11-02-2024,Manipur,13.08,17.11,17.1,7.83,86.9,5.34,3.32,0,0
11-02-2024,Meghalaya,13.59,17.3,15.98,8.74,90.2,4.93,2.24,0,0
11-02-2024,Mizoram,15.91,18.72,18.63,11.88,73.3,9.1,4.95,2.34,15.13
11-02-2024,Nagaland,11.82,15.96,14.33,8.56,82.4,4.31,2,0,0
11-02-2024,Odisha,18.25,20.61,20.31,15.73,65.3,4.77,3.64,0,0
11-02-2024,Punjab,6.27,11.19,10.24,6.21,46.3,2.68,1.76,0,0
11-02-2024,Rajasthan,13.95,18.71,17.7,12.07,53.4,1.93,1.11,0,0
11-02-2024,Sikkim,2.98,8.1,7.25,-2.1,60.3,16.77,8.08,0,0
11-02-2024,Tamil Nadu,24.33,27.76,27.2,22.51,64.3,9.17,4.31,0,0
11-02-2024,Telangana,19.12,24.01,22.5,16.54,58.7,6.39,2.91,0,0
11-02-2024,Tripura,15.21,20.03,19.45,11.27,77.6,4.84,2.4,0,0
11-02-2024,Uttar Pradesh,18.79,23.48,22.31,15.57,55.6,9.32,4.65,0,0
11-02-2024,Uttarakhand,3.88,9.41,8.03,-1.86,57.9,2.75,1.47,0,0
11-02-2024,West Bengal,20.74,25.48,24.76,18.5,64.5,9.58,5.85,0,0
11-02-2024,Andaman and Nicobar Islands,19.92,26.5,25.5,17.53,74.4,5.93,3.32,0,0
11-02-2024,Chandigarh,4.95,10.65,9.24,0.46,52.2,8.66,5.44,0,0
11-02-2024,Dadra and Nagar Haveli and Daman and Diu,23.29,26.61,26.59,18.93,77.6,5.24,3.48,0,0
11-02-2024,Delhi,4.01,7.99,6.78,-0.32,56,5.44,4.12,0,0
11-02-2024,Jammu and Kashmir,2.89,8.21,6.98,-3.34,59.9,7.57,4.03,0,0
11-02-2024,Ladakh,0.79,6.08,4.28,-3.87,59.4,7.67,5.77,0,0
11-02-2024,Lakshadweep,21.42,24.27,23.95,17.5,79.3,8.15,4.92,0,0
11-02-2024,Puducherry,22.18,27.19,26.39,20.15,68.1,7.71,4.69,0,0
12-02-2024,Andhra Pradesh,21.63,26.16,25.98,17.39,64.5,4.21,3.23,0,0
12-02-2024,Arunachal Pradesh,17.26,22.03,21.31,15.01,92.1,7.61,3.7,0,0
12-02-2024,Assam,14.67,18.22,17.62,9.91,84.3,5.74,3.81,11.23,25.52
12-02-2024,Bihar,15.31,20.02,19.83,14.18,65.8,11.55,6.03,0,0
12-02-2024,Chhattisgarh,17.7,21.21,20.95,12.44,54.1,2.24,1.42,0,0
12-02-2024,Goa,22.98,26.8,26.66,17.33,71.2,7.17,4.32,0,0
12-02-2024,Gujarat,12.9,16.27,15.06,10.45,42,6.86,3.79,0,0
12-02-2024,Haryana,4.88,7.57,6.59,0.79,52.5,8.9,6.57,0,0
12-02-2024,Himachal Pradesh,3.53,7.73,5.56,1.03,52.5,0.79,0.5,0,0
12-02-2024,Jharkhand,17.94,19.9,19.1,16.05,71.7,4.45,3.38,0,0
12-02-2024,Karnataka,18.96,24.15,22.67,15.66,75.1,4.75,2.53,0,0
12-02-2024,Kerala,23.68,29.66,28.06,18.86,70.1,2.9,2.11,0,0
12-02-2024,Madhya Pradesh,16.45,20.1,20.03,11.85,43,2.31,1.19,0,0
12-02-2024,Maharashtra,17.96,22.27,21.83,14.29,59.9,10.4,7.07,0,0
12-02-2024,Manipur,12.18,15.51,13.95,8.75,73.9,13,6.06,0,0
12-02-2024,Meghalaya,16.08,20.89,20.29,12.69,76.5,3.8,1.9,0,0
12-02-2024,Mizoram,14.77,20.91,20.37,11.73,80.7,7.99,5.64,0,0
12-02-2024,Nagaland,15.69,22.21,21.4,13,84,5.48,3.96,0,0
12-02-2024,Odisha,15.78,21.97,19.92,11.07,55.8,10.46,6.66,1.1,4.92
12-02-2024,Punjab,1.15,6.25,5.5,0.07,61.7,5.33,2.51,0,0
12-02-2024,Rajasthan,12.65,17.51,16.33,9.56,34.7,3.72,2.11,0,0
12-02-2024,Sikkim,3.15,6.64,5.22,-1.14,53.7,5.78,3.98,0,0
12-02-2024,Tamil Nadu,24.92,29.12,27.86,19.94,69.2,6.82,4.59,0,0
12-02-2024,Telangana,20.62,23.4,23.39,17.31,76.8,12.37,6.38,0,0
12-02-2024,Tripura,14.64,18.56,17.37,11.8,81.4,6.17,3.36,0,0
12-02-2024,Uttar Pradesh,15.82,19.93,18.5,10.8,63.3,12.5,6.91,0,0
12-02-2024,Uttarakhand,1.93,5.11,3.86,-1.49,66,9.35,4.25,0,0
12-02-2024,West Bengal,18.4,22.9,21.6,13.46,53.1,5.09,2.76,0,0
12-02-2024,Andaman and Nicobar Islands,19.03,20.37,19.61,15.58,69.7,7.71,3.76,0,0
12-02-2024,Chandigarh,-0.8,2.26,1.12,-4.35,57.9,6.42,4.35,0,0
12-02-2024,Dadra and Nagar Haveli and Daman and Diu,19.94,25.68,24.37,17.33,69.2,5.2,3.42,0,0
12-02-2024,Delhi,2.27,6.06,5.38,1.83,60.5,8.09,4.52,0.06,3.34
12-02-2024,Jammu and Kashmir,1.64,7.23,5.87,-1.49,59.8,6.04,3.8,0,0
12-02-2024,Ladakh,4.85,9.83,9.28,1.3,57,9.68,7.04,0,0
12-02-2024,Lakshadweep,23.34,28.61,26.92,18.04,58.6,4.83,3.43,0,0
12-02-2024,Puducherry,17.77,19.84,19.36,13.61,65.2,7.89,3.67,0,0
13-02-2024,Andhra Pradesh,19.95,26.7,24.99,16.88,69.8,4.54,2.33,0,0
13-02-2024,Arunachal Pradesh,16.48,19.68,19.07,12.3,72,4.25,2.15,0,0
13-02-2024,Assam,11.78,14.5,13.57,7.1,77.9,14.4,7.19,0,0
13-02-2024,Bihar,16.17,20.37,19.01,12.96,69.6,6.38,3.11,0,0
13-02-2024,Chhattisgarh,16.27,19.63,19.36,11.6,62.8,2.73,1.47,0,0
13-02-2024,Goa,19.91,22.43,21.79,16.18,79,7.37,3.92,2.22,9.46
13-02-2024,Gujarat,16.81,20.35,19.36,14.6,39.3,4.66,3.15,0,0
13-02-2024,Haryana,5.92,10.24,8.91,2.67,53.2,0.91,0.5,0,0
13-02-2024,Himachal Pradesh,3.3,6.59,5.64,-0.46,53.3,4.18,2.98,0.72,2.63
13-02-2024,Jharkhand,17.02,22.9,21.92,11.54,67.3,3.17,2.05,0,0
13-02-2024,Karnataka,21.45,23.91,23.01,16.84,68.2,3.85,2.72,0,0
13-02-2024,Kerala,17.9,23.7,22.47,13.68,70,8.19,3.83,0,0
13-02-2024,Madhya Pradesh,17,21.72,19.96,13.19,43.8,4.29,2.53,0,0
13-02-2024,Maharashtra,18.05,21.09,20.41,13.37,61.7,8.38,4.89,0.06,3.04
13-02-2024,Manipur,14.4,16.4,16.07,9.57,80.7,4.56,2.86,8.38,44.08
13-02-2024,Meghalaya,11.64,15.55,15.18,6.8,83.8,2.72,1.69,0,0
13-02-2024,Mizoram,17.34,22.01,20.84,15.73,89.8,3.85,1.83,2.03,16.98
13-02-2024,Nagaland,14.3,17.82,17.41,10.7,75.5,6.34,3.09,0,0
13-02-2024,Odisha,16.56,21.78,20.67,14.94,68.6,3.57,2.72,0,0
13-02-2024,Punjab,0.69,4.33,4.2,-3.3,46.3,7.02,3.34,0.02,1.46
13-02-2024,Rajasthan,14.9,18.45,17.76,11.96,46.1,6.6,4.62,0,0
13-02-2024,Sikkim,0.54,2.91,2.17,-3.87,67.1,4.6,2.9,0,0
13-02-2024,Tamil Nadu,19.8,26.56,24,14.74,62.8,7.36,3.66,0,0
13-02-2024,Telangana,19.96,25.71,24.5,17.77,57.3,0.97,0.5,0,0
13-02-2024,Tripura,14.78,21.3,20.56,10.61,86.9,4.08,2.83,0,0
13-02-2024,Uttar Pradesh,17.99,23.44,21.95,10.71,55,12.75,7.71,0,0
13-02-2024,Uttarakhand,4.63,9.76,8.94,0.46,54.2,11.11,5.25,0.14,0.52
13-02-2024,West Bengal,17.81,21.05,20.45,13.88,67.6,5.42,3.28,0,0
13-02-2024,Andaman and Nicobar Islands,20.56,26.28,24.32,18.71,74.4,6.57,3.24,0,0
13-02-2024,Chandigarh,1.65,7.52,6.39,-3.63,52.8,1.85,0.89,0,0
13-02-2024,Dadra and Nagar Haveli and Daman and Diu,20.86,26.25,24.73,14.44,65.3,0.7,0.5,0,0
13-02-2024,Delhi,5.88,12.72,11.01,3.93,57.3,7.06,3.79,0,0
13-02-2024,Jammu and Kashmir,6.29,10.92,10.36,1.37,54.7,2.64,1.88,0,0
13-02-2024,Ladakh,2.79,7.55,6.45,-0.73,45.3,5.07,3.3,0,0
13-02-2024,Lakshadweep,21.43,24.22,23.03,16.89,73,10.1,5.37,0,0
13-02-2024,Puducherry,21.56,26.14,25.88,19.92,79.5,0.86,0.5,0,0
14-02-2024,Andhra Pradesh,20.91,24.52,23.93,16.72,70.2,3.92,2.27,0,0
14-02-2024,Arunachal Pradesh,17.19,19.72,19.03,13.98,83,3.45,1.69,0,0
14-02-2024,Assam,13.81,19.34,16.56,11.81,84.7,6.39,3.02,0,0
14-02-2024,Bihar,17.79,22.21,21.48,13.65,56.3,15.03,6.99,0.12,2.53
14-02-2024,Chhattisgarh,15.56,19.94,19.03,10.75,58.5,3.56,1.7,0,0
14-02-2024,Goa,23.59,30.68,29.47,16.97,64.9,0.68,0.5,0,0
14-02-2024,Gujarat,14.29,19.79,18.02,12.38,49,2.34,1.14,0,0
14-02-2024,Haryana,-0.02,3.98,3.45,-4.41,55.9,11.17,5.2,0,0
14-02-2024,Himachal Pradesh,4.08,10.35,8.27,2.57,45.1,8.01,3.78,0,0
14-02-2024,Jharkhand,15.95,18.71,18.6,12.6,71.7,7.48,3.98,0,0
14-02-2024,Karnataka,22.31,28.89,27.99,17.83,66.8,9.65,4.84,0,0
14-02-2024,Kerala,22.44,28.06,27.15,20.12,69.6,5.88,3.49,0,0
14-02-2024,Madhya Pradesh,13.56,17.01,15.99,9.03,41.9,1.74,0.99,0.45,12.32
14-02-2024,Maharashtra,15.24,18.63,17.56,9.77,70.5,11.43,6.53,0,0
14-02-2024,Manipur,14.58,17.48,16.92,11.53,89.6,12.24,6.37,1.57,7.28
14-02-2024,Meghalaya,14.34,20.93,19.89,12.2,90.5,7.85,4.89,0,0
14-02-2024,Mizoram,15.69,20.5,19.37,9.84,77.1,4.46,2.51,2.06,7.19
14-02-2024,Nagaland,16.83,21.12,20.93,14.45,76.4,6.45,4.21,0,0
14-02-2024,Odisha,16.87,22.8,20.71,13.14,65.2,11.14,6.77,0,0
14-02-2024,Punjab,1.23,6.49,6.15,-5.41,52.2,2.6,1.4,0,0
14-02-2024,Rajasthan,12.02,17.31,15.53,10.12,37,9.35,4.46,0,0
14-02-2024,Sikkim,0.72,4.98,3.99,-3.72,55.9,8.66,4.39,0,0
14-02-2024,Tamil Nadu,19.13,22.95,22.91,15.02,62.1,0.65,0.5,0,0
14-02-2024,Telangana,22.64,28.12,27.13,17.37,57.2,2.27,1.65,0,0
14-02-2024,Tripura,15.5,20.32,19.44,11.48,76.2,8.56,5.27,0,0
14-02-2024,Uttar Pradesh,16.48,20.33,19.56,10.98,58.9,2.12,1.25,0.72,2.59
14-02-2024,Uttarakhand,4.75,7.79,7.26,0.99,52.6,18.29,8.49,0,0
14-02-2024,West Bengal,13.1,18.82,17.37,5.46,65.3,1.83,1.39,0,0
14-02-2024,Andaman and Nicobar Islands,23.49,28.72,28.11,21.78,67.8,1.09,0.5,1.79,11.24
14-02-2024,Chandigarh,0.67,1.92,1.5,-2.25,60.7,5.54,3.48,0,0
14-02-2024,Dadra and Nagar Haveli and Daman and Diu,22.93,28.89,27.3,21.96,68.6,8.23,4.21,0,0
14-02-2024,Delhi,1.2,5.91,5.7,-4.03,66.9,6.04,3.92,0,0
14-02-2024,Jammu and Kashmir,7.15,9.38,9.18,1.61,51.3,7.73,4.92,0,0
14-02-2024,Ladakh,5.3,11.81,10.05,2.7,46.3,3.42,2.38,0,0
14-02-2024,Lakshadweep,21.64,26.73,25.43,17.92,68.6,5.17,3.92,0,0
14-02-2024,Puducherry,23.23,27.79,27.68,18.05,73.1,2.88,1.92,0.12,2.48
15-02-2024,Andhra Pradesh,19.85,23.03,21.9,18.4,77,3.93,2.69,0.18,1.3
15-02-2024,Arunachal Pradesh,17.39,20.72,20.24,13.51,89.3,2.79,1.28,0,0
15-02-2024,Assam,12.27,14.93,14.66,8.49,75.1,4.5,2.87,0,0
15-02-2024,Bihar,18.13,22.39,20.44,16.01,61.1,2.09,1.14,0,0
15-02-2024,Chhattisgarh,16.6,21.2,19.8,12.84,58.9,16.1,7.72,0,0
15-02-2024,Goa,22.57,27.02,26.03,19.45,78.1,5.07,2.47,0,0
15-02-2024,Gujarat,18.97,23.91,23.49,12.17,44.2,9.36,5.91,0,0
15-02-2024,Haryana,6.42,10.46,8.75,4.43,62.2,5.66,4.28,0,0
15-02-2024,Himachal Pradesh,3.8,11.29,9.19,-0.56,49.6,5,3.46,0,0
15-02-2024,Jharkhand,15.92,22.02,19.92,11.13,67.8,7.24,5.57,0,0
15-02-2024,Karnataka,21.26,27.9,26.78,13.67,64,5.29,2.51,0,0
15-02-2024,Kerala,22.4,26.87,26.45,18.39,72.4,12.99,6.84,0,0
15-02-2024,Madhya Pradesh,17.09,20.5,20.15,13.86,39.2,4.5,2.74,0,0
15-02-2024,Maharashtra,15.77,22.49,21.6,12.45,62.7,2.73,1.45,0,0
15-02-2024,Manipur,17.97,21.48,20.66,13.82,81.6,1.62,0.88,0,0
15-02-2024,Meghalaya,15.37,17.63,17.16,10.83,68.9,7.28,4.97,0,0
15-02-2024,Mizoram,17.46,22.05,21.35,12.15,96.1,4.2,2.41,0,0
15-02-2024,Nagaland,12.19,16.44,16.27,7.72,74.5,5.72,3.46,0,0
15-02-2024,Odisha,18.09,22.36,20.99,16.09,64.9,9.95,5.69,0,0
